Reg. Nr;Nosaukums;ATVK;Adrese;Kategorija;X koordināta;Y koordināta;Tips;Tipa nosaukums
32668/2853;Ķimikāliju noliktava;Neretas novads, Mazzalves pagasts;Latvijas Republika, Neretas nov., Mazzalves pag.;Potenciāli piesārņota vieta;25.031111;56.2775;43;Minerālmēslu un pesticīdu glabātavas
32668/4744;SIA “Virši” kokogļu ražotne un kokzāģētava;Neretas novads, Mazzalves pagasts;Latvijas Republika, Neretas nov., Mazzalves pag.;Potenciāli piesārņota vieta;25.088;56.284;12;Ķīmiskās un naftas rūpniecības objekti
32668/5278;Izgāztuve Mazdīči;Neretas novads, Mazzalves pagasts;Latvijas Republika, Neretas nov., Mazzalves pag.;Potenciāli piesārņota vieta;24.974444;56.380556;31;Vecas atkritumu izgāztuves
32708/2854;Pesticīdu glabātuve;Neretas novads, Neretas pagasts;Latvijas Republika, Neretas nov., Neretas pag.;Potenciāli piesārņota vieta;25.325556;56.168056;43;Minerālmēslu un pesticīdu glabātavas
32708/2855;"Zāģmateriālu cehs ""Zvejnieki""";Neretas novads, Neretas pagasts;Latvijas Republika, Neretas nov., Neretas pag.;Potenciāli piesārņota vieta;25.304444;56.198889;18;Kokapstrādes rūpn.
32708/2856;Bijusī degvielas bāze;Neretas novads, Neretas pagasts;Latvijas Republika, Neretas nov., Neretas pag.;Potenciāli piesārņota vieta;25.296111;56.199444;22;Naftas bāzes
32708/2857;"Atkritumu izgāztuve ""Radiņi""";Neretas novads, Neretas pagasts;Latvijas Republika, Neretas nov., Neretas pag.;Potenciāli piesārņota vieta;25.393889;56.1875;31;Vecas atkritumu izgāztuves
32708/2858;Bijušais autoparks;Neretas novads, Neretas pagasts;Latvijas Republika, Neretas nov., Neretas pag.;Potenciāli piesārņota vieta;25.313611;56.197778;60;Transporta objekti
32748/2859;Strobuki, izgāztuve;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.15966666;56.19208333;31;Vecas atkritumu izgāztuves
32748/2860;Mehāniskais sektors Pilskalnē;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.177778;56.193333;92;Tirdzniecības objekti
32748/2861;DUS Pilskalnē;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.177222;56.191944;21;DUS (GUS)
32748/2862;Silavēveri;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.179167;56.189167;41;Fermas
32748/2863;Ķimikāliju noliktava - Gateris;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.185;56.192222;43;Minerālmēslu un pesticīdu glabātavas
32748/2864;Ķimikāliju noliktava - Gateris;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag.;Potenciāli piesārņota vieta;25.177778;56.251944;18;Kokapstrādes rūpn.
32748/2865;Rankaļi;Neretas novads, Pilskalnes pagasts;Latvijas Republika, Neretas nov., Pilskalnes pag., Rankaļi;Potenciāli piesārņota vieta;25.17333333;56.20472222;41;Fermas
32788/2866;"K/S ""Sprīdītis"" bijušais DUS";Jaunjelgavas novads, Seces pagasts;Latvijas Republika, Jaunjelgavas nov., Seces pag.;Potenciāli piesārņota vieta;25.404167;56.554444;21;DUS (GUS)
32788/5288;Izgāztuve Putnukalns;Jaunjelgavas novads, Seces pagasts;Latvijas Republika, Jaunjelgavas nov., Seces pag.;Potenciāli piesārņota vieta;25.34580555;56.564;31;Vecas atkritumu izgāztuves
32808/5283;Izgāztuve Totēni;Jaunjelgavas novads, Sērenes pagasts;Latvijas Republika, Jaunjelgavas nov., Sērenes pag.;Potenciāli piesārņota vieta;25.16680555;56.59725;31;Vecas atkritumu izgāztuves
32828/2867;"DUS ""Virši-A""";Skrīveru novads;Latvijas Republika, Skrīveru nov., Zemkopības institūts, Zemkopības institūts 2A;Potenciāli piesārņota vieta;25.11852777;56.62786111;21;DUS (GUS)
32828/2868;"Atkritumu izgāztuve ""Ramziņas""";Skrīveru novads;Latvijas Republika, Skrīveru nov.;Potenciāli piesārņota vieta;25.164722;56.6925;31;Vecas atkritumu izgāztuves
32848/5282;Izgātuve Jaunieši;Jaunjelgavas novads, Staburaga pagasts;Latvijas Republika, Jaunjelgavas nov., Staburaga pag., Jauniešu karjers-izgāztuve;Potenciāli piesārņota vieta;25.56557777;56.56112222;31;Vecas atkritumu izgāztuves
32868/5285;Izgāztuve Zvanītāji;Jaunjelgavas novads, Sunākstes pagasts;Latvijas Republika, Jaunjelgavas nov., Sunākstes pag.;Potenciāli piesārņota vieta;25.52758333;56.47986111;31;Vecas atkritumu izgāztuves
32908/2822;Bijusī kopsaimniecības degvielas uzpildes stacija;Jaunjelgavas novads, Daudzeses pagasts;Latvijas Republika, Jaunjelgavas nov., Daudzeses pag.;Potenciāli piesārņota vieta;25.243056;56.535278;21;DUS (GUS)
32908/2823;Biijušās mehāniskās darbnīcas;Vecumnieku novads, Valles pagasts;Latvijas Republika, Vecumnieku nov., Valles pag.;Potenciāli piesārņota vieta;26.238889;56.536111;92;Tirdzniecības objekti
32908/5290;Izgāztuve Ziliņi;Vecumnieku novads, Valles pagasts;Latvijas Republika, Vecumnieku nov., Valles pag., Ziliņi;Potenciāli piesārņota vieta;24.68320833;56.48881388;31;Vecas atkritumu izgāztuves
32908/5291;Izgāztuve Taurkalne;Vecumnieku novads, Valles pagasts;Latvijas Republika, Vecumnieku nov., Valles pag., Taurkalne;Potenciāli piesārņota vieta;24.94072777;56.558975;31;Vecas atkritumu izgāztuves
32928/5280;Izgāztuve Rucēnkalns;Pļaviņu novads, Vietalvas pagasts;Latvijas Republika, Pļaviņu nov., Vietalvas pag., Vietalva, Noras;Potenciāli piesārņota vieta;25.76260833;56.73197777;31;Vecas atkritumu izgāztuves
32928/5281;Izgāztuve Sidrabītes;Pļaviņu novads, Vietalvas pagasts;Latvijas Republika, Pļaviņu nov., Vietalvas pag.;Potenciāli piesārņota vieta;;;31;Vecas atkritumu izgāztuves
3569/3569;Mehāniskās darbnīcas;Viļānu novads, Sokolku pagasts;Latvijas Republika, Viļānu nov., Sokolku pag.;Potenciāli piesārņota vieta;26.987222;56.520833;31;Vecas atkritumu izgāztuves
36015/2577;Kokskaidu uzglabāšana;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Rīgas iela, 9;Potenciāli piesārņota vieta;27.02425;57.43061111;18;Kokapstrādes rūpn.
36015/2578;Bijusī VEF teritorija;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Dzirnavu iela, 7;Potenciāli piesārņota vieta;27.0485;57.42655555;18;Kokapstrādes rūpn.
36015/2579;"KPU ""Rūpe"" komposta laukums";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.030833;57.428889;31;Vecas atkritumu izgāztuves
36015/2580;Degvielas glabātuve meliorācijai;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Rūpniecības iela, 7;Potenciāli piesārņota vieta;27.02763888;57.43041666;22;Naftas bāzes
36015/2581;Maizes kombināta kurināmā glabātuve;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.052222;57.409444;22;Naftas bāzes
36015/2583;"Katlu māja, pašvaldība-Z/s ""Ašukalns""";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.056944;57.422222;19;Katlu mājas, koģenerācijas stacijas
36015/2584;"DUS ""Tirkīzs""";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.095833;57.431111;21;DUS (GUS)
36015/2585;Bijusī DUS Rūpniecības ielā 8;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.025833;57.429167;21;DUS (GUS)
36015/2586;"DUS ""Alūksne"" SIA Lukoil Serviss";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Gulbenes iela, 1C;Piesārņota vieta;27.04230555;57.41386111;21;DUS (GUS)
36015/2587;"Degvielas glabātuve ""VidLatAuto""";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.062222;57.424444;22;Naftas bāzes
36015/2588;Bijusī DUS;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.051389;57.428056;21;DUS (GUS)
36015/2589;15.ceļu pārvaldes degvielas glabātuve;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.052222;57.418611;22;Naftas bāzes
36015/2591;"DUS ""Virši-A""";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Rīgas iela, 9;Potenciāli piesārņota vieta;27.02288888;57.43108333;21;DUS (GUS)
36015/2592;"Bijusī DUS SIA ""Alūksnes transports"" teritorijā";Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.031667;57.4325;21;DUS (GUS)
36015/4496;SIA “VACO” kokzāģētava;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Tālavas iela, 13;Potenciāli piesārņota vieta;27.04552777;57.40961111;18;Kokapstrādes rūpn.
36015/4821;NBS MOBILO STRĒLNIEKU BATALJONS, katlu māja;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne, Lāčplēša iela, 1;Potenciāli piesārņota vieta;27.07155555;57.42488888;19;Katlu mājas, koģenerācijas stacijas
36055/2597;"Atkritumu izgāztuve ""Oburi""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.6625;57.5291;31;Vecas atkritumu izgāztuves
36055/2601;"Bijusī DUS ""Druvas""";Apes novads, Apes pilsēta;Latvijas Republika, Apes nov., Ape;Potenciāli piesārņota vieta;26.698889;57.534167;21;DUS (GUS)
36055/2603;"Gateris ""Druvas""";Apes novads, Apes pilsēta;Latvijas Republika, Apes nov., Ape;Potenciāli piesārņota vieta;26.712778;57.535;18;Kokapstrādes rūpn.
36257/2598;Bijusī DUS;Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.691667;57.547222;21;DUS (GUS)
36257/2599;Bijušās kolhoza mehāniskās darnīcas un DUS;Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.682222;57.535;92;Tirdzniecības objekti
36257/2600;"Bijusī DUS ""Druvas""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.682222;57.535;21;DUS (GUS)
36257/2602;"Bijušās kolhoza darbnīcas ""Graudiņi""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.712778;57.557778;92;Tirdzniecības objekti
36257/2604;"Kokapstrādes cehs ""Silikāti""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.70161111;57.51669444;18;Kokapstrādes rūpn.
36257/2605;Bijusī DUS;Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag.;Potenciāli piesārņota vieta;26.68775;57.51483333;21;DUS (GUS)
36257/2606;"Ražošanas bāze un DUS ""Kalpaki""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag., Kalpaki 2;Potenciāli piesārņota vieta;26.6855;57.51586111;21;DUS (GUS)
36257/2607;"Kokapstrādes cehs ""Vuškalni""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag., Vuškalni;Potenciāli piesārņota vieta;26.78516666;57.52677777;18;Kokapstrādes rūpn.
36257/2608;"Kokapstrādes cehs ""Arāji""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag., Arāji 2;Potenciāli piesārņota vieta;26.78075;57.52611111;18;Kokapstrādes rūpn.
36257/2609;"Kokapstrādes cehs ""Ķekši""";Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag., Ķekši;Potenciāli piesārņota vieta;26.80780555;57.53927777;18;Kokapstrādes rūpn.
36257/4719;Apes arodvidusskolas, katlu māja;Apes novads, Apes pagasts;Latvijas Republika, Apes nov., Apes pag., Druvas;Potenciāli piesārņota vieta;26.70016666;57.53088888;19;Katlu mājas, koģenerācijas stacijas
36428/2569;"SIA Gulbenes degviela PLUS DUS ""Aizupītes""";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Aizupītes 22;Piesārņota vieta;27.0185;57.43188888;21;DUS (GUS)
36428/2570;"Bijusī DUS ""Dukāni""";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Pūcēni;Potenciāli piesārņota vieta;27.04672222;57.39705555;21;DUS (GUS)
36428/2571;"Bijusī SIA ""Liepa"" DUS";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Liepas 1;Potenciāli piesārņota vieta;26.92880555;57.44547222;21;DUS (GUS)
36428/2572;"Bijusī DUS ""Nēkens""";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag.;Potenciāli piesārņota vieta;26.9575;57.394167;21;DUS (GUS)
36428/2573;"Atkritumu izgāztuve ""Ragangrava""";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag.;Potenciāli piesārņota vieta;26.90858333;57.42633333;31;Vecas atkritumu izgāztuves
36428/2574;Zāģskaidu izgāztuve;Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Lazdas 2;Potenciāli piesārņota vieta;26.90891666;57.45111111;18;Kokapstrādes rūpn.
36428/2575;Zāģskaidu izgāztuve;Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag.;Potenciāli piesārņota vieta;26.909167;57.457778;18;Kokapstrādes rūpn.
36428/2576;"Ķimikāliju un pesticīdu noliktava ""Strautiņi""";Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag.;Potenciāli piesārņota vieta;26.834722;57.410278;43;Minerālmēslu un pesticīdu glabātavas
36428/4469;SIA “KAIVOS”, kokzāģētava;Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag.;Potenciāli piesārņota vieta;26.936722;57.445694;18;Kokapstrādes rūpn.
36428/4619;Alsviķu profesionālā skola, katlu māja;Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Alsviķi, Alsviķu profesionālā skola;Potenciāli piesārņota vieta;26.93627777;57.44586111;19;Katlu mājas, koģenerācijas stacijas
36428/4720;Sociālās korekcijas izglītības iestāde (SKII) “STRAUTIŅI” , katlu māja;Alūksnes novads, Alsviķu pagasts;Latvijas Republika, Alūksnes nov., Alsviķu pag., Meža Strautiņi;Potenciāli piesārņota vieta;26.84188888;57.41616666;19;Katlu mājas, koģenerācijas stacijas
36448/2593;"Atkritumu izgāztuve ""Veršas""";Alūksnes novads, Annas pagasts;Latvijas Republika, Alūksnes nov., Annas pag.;Potenciāli piesārņota vieta;27.045278;57.335833;31;Vecas atkritumu izgāztuves
36448/2594;Lopu kapsēta;Alūksnes novads, Annas pagasts;Latvijas Republika, Alūksnes nov., Annas pag.;Potenciāli piesārņota vieta;27.042778;57.324167;45;Lopu kapsētas
36448/2595;"DUS ""Vārpas""";Alūksnes novads, Annas pagasts;Latvijas Republika, Alūksnes nov., Annas pag.;Potenciāli piesārņota vieta;27.009167;57.336389;21;DUS (GUS)
36448/2596;"DUS ""Tarlapi""";Alūksnes novads, Annas pagasts;Latvijas Republika, Alūksnes nov., Annas pag.;Potenciāli piesārņota vieta;26.976111;57.328889;21;DUS (GUS)
36488/2611;Lidlauks Gaujienas pagastā;Apes novads, Gaujienas pagasts;Latvijas Republika, Apes nov., Gaujienas pag.;Potenciāli piesārņota vieta;26.44205555;57.47155555;65;Noliktavas
36488/2612;"Sia ""Vaidens"" ražošanas uzņēmums";Apes novads, Gaujienas pagasts;Latvijas Republika, Apes nov., Gaujienas pag.;Potenciāli piesārņota vieta;26.413889;57.513611;18;Kokapstrādes rūpn.
36528/2613;"Degvielas bāze ""Amatnieki""";Alūksnes novads, Ilzenes pagasts;Latvijas Republika, Alūksnes nov., Ilzenes pag., Jaunzemi, Bāze;Potenciāli piesārņota vieta;26.67322222;57.37191666;22;Naftas bāzes
36568/2615;"Bijusī DUS ""Kolberģis""";Alūksnes novads, Jaunalūksnes pagasts;Latvijas Republika, Alūksnes nov., Jaunalūksnes pag.;Potenciāli piesārņota vieta;27.111389;57.429722;21;DUS (GUS)
36568/2616;Bijusī DUS;Alūksnes novads, Jaunalūksnes pagasts;Latvijas Republika, Alūksnes nov., Jaunalūksnes pag.;Potenciāli piesārņota vieta;27.210278;57.396667;21;DUS (GUS)
36568/2617;"Atkritumu izgāztuve ""Zirnītis""";Alūksnes novads, Jaunalūksnes pagasts;Latvijas Republika, Alūksnes nov., Jaunalūksnes pag.;Potenciāli piesārņota vieta;27.138056;57.435556;31;Vecas atkritumu izgāztuves
36588/2621;"Sadzīves un zāģskaidu atkritumu izgāztuve ""Ūdri""";Alūksnes novads, Jaunannas pagasts;Latvijas Republika, Alūksnes nov., Jaunannas pag.;Potenciāli piesārņota vieta;27.081111;57.306667;31;Vecas atkritumu izgāztuves
36608/2618;"Atkritumu izgāztuve ""Tīlāni""";Alūksnes novads, Jaunlaicenes pagasts;Latvijas Republika, Alūksnes nov., Jaunlaicenes pag.;Potenciāli piesārņota vieta;26.84497222;57.50616666;31;Vecas atkritumu izgāztuves
36608/2619;Kokskaidu glabātuve;Alūksnes novads, Jaunlaicenes pagasts;Latvijas Republika, Alūksnes nov., Jaunlaicenes pag.;Potenciāli piesārņota vieta;26.870278;57.512222;18;Kokapstrādes rūpn.
36608/2620;Minerālmēslu glabātava;Alūksnes novads, Jaunlaicenes pagasts;Latvijas Republika, Alūksnes nov., Jaunlaicenes pag.;Potenciāli piesārņota vieta;26.891111;57.521667;43;Minerālmēslu un pesticīdu glabātavas
36648/2622;Minerālmēslu noliktava;Alūksnes novads, Kalncempju pagasts;Latvijas Republika, Alūksnes nov., Kalncempju pag.;Potenciāli piesārņota vieta;26.9;57.334722;43;Minerālmēslu un pesticīdu glabātavas
36648/2623;Minerālmēslu noliktava;Alūksnes novads, Kalncempju pagasts;Latvijas Republika, Alūksnes nov., Kalncempju pag.;Potenciāli piesārņota vieta;26.885833;57.318056;43;Minerālmēslu un pesticīdu glabātavas
36648/2624;"Bijusī DUS ""Lazdas""";Alūksnes novads, Kalncempju pagasts;Latvijas Republika, Alūksnes nov., Kalncempju pag.;Potenciāli piesārņota vieta;26.87244444;57.32522222;21;DUS (GUS)
36688/2625;"Atkritumu izgāztuve ""Aizupes""";Alūksnes novads, Liepnas pagasts;Latvijas Republika, Alūksnes nov., Liepnas pag.;Potenciāli piesārņota vieta;27.393333;57.3675;31;Vecas atkritumu izgāztuves
36688/2626;"DUS k/s ""Liepna""";Alūksnes novads, Liepnas pagasts;Latvijas Republika, Alūksnes nov., Liepnas pag., Ceļinieki;Potenciāli piesārņota vieta;27.46030555;57.34666666;21;DUS (GUS)
36688/2627;Dzīvnieku kapsēta;Alūksnes novads, Liepnas pagasts;Latvijas Republika, Alūksnes nov., Liepnas pag.;Potenciāli piesārņota vieta;27.503611;57.356667;45;Lopu kapsētas
36688/2628;"DUS ""Saides""";Alūksnes novads, Liepnas pagasts;Latvijas Republika, Alūksnes nov., Liepnas pag., Ceļinieki;Potenciāli piesārņota vieta;27.46019444;57.34658333;21;DUS (GUS)
36688/4830;Liepnas internātpamatskola, katlu māja;Alūksnes novads, Liepnas pagasts;Latvijas Republika, Alūksnes nov., Liepnas pag., Liepna, Cielaviņas;Potenciāli piesārņota vieta;27.48063888;57.34252777;19;Katlu mājas, koģenerācijas stacijas
36728/2629;degvielas glabātuve;Alūksnes novads, Malienas pagasts;Latvijas Republika, Alūksnes nov., Malienas pag.;Potenciāli piesārņota vieta;27.157222;57.356111;22;Naftas bāzes
36748/2630;Katlu māja;Alūksnes novads, Mālupes pagasts;Latvijas Republika, Alūksnes nov., Mālupes pag.;Potenciāli piesārņota vieta;27.225556;57.337222;19;Katlu mājas, koģenerācijas stacijas
36748/2631;Bijušās kopsaimniecības DUS;Alūksnes novads, Mālupes pagasts;Latvijas Republika, Alūksnes nov., Mālupes pag.;Potenciāli piesārņota vieta;27.31388888;57.33052777;21;DUS (GUS)
36768/2632;Bijusī minerālmēslu noliktava un ķimikāliju noliktava;Alūksnes novads, Mārkalnes pagasts;Latvijas Republika, Alūksnes nov., Mārkalnes pag.;Potenciāli piesārņota vieta;27.200556;57.501667;43;Minerālmēslu un pesticīdu glabātavas
